cpu_usage,memory_usage,bandwidth_usage,packet_loss,network_load,active_users,request_rate,instance_count,time_of_day,is_peak_hour,latency,jitter,throughput,qos_status
26.83,47.74,52.54,0.02,20.43,201,153.93,6,9,1,32.29,14.52,126.84,Good
85.35,78.03,88.05,2.64,86.63,861,1500.9,3,15,0,144.8,35.03,70.71,Warning
79.37,73.08,84.21,2.14,76.09,686,1374.04,3,8,1,116.19,30.53,63.09,Warning
52.2,57.73,21.45,0.7,18.14,51,278.31,6,14,0,32.37,9.86,130.2,Good
27.29,34.23,17.2,0.86,25.44,244,421.59,6,1,0,18.53,6.29,129.51,Good
11.21,47.12,11.37,0.92,33.77,57,613.74,4,21,1,41.25,13.6,117.5,Good
84.84,57.31,54.57,1.69,79.12,376,1180.49,3,10,1,105.62,31.13,87.91,Warning
71.53,60.88,63.22,1.13,81.7,614,1121.41,4,5,0,97.39,25.26,93.09,Warning
52.61,53.09,53.3,0.19,43.75,263,187.38,4,2,0,44.48,12.52,114.94,Good
85.0,62.1,78.48,2.07,73.92,576,858.67,3,2,0,101.37,26.03,82.56,Warning
58.31,62.32,78.43,0.85,80.31,668,1026.72,4,18,1,108.62,25.02,77.32,Warning
73.72,68.12,61.5,1.84,78.49,282,1225.51,5,4,0,96.12,23.49,86.01,Warning
39.23,49.85,40.46,0.92,15.83,260,262.58,4,17,0,41.04,11.86,127.17,Good
55.89,58.97,77.81,2.38,80.04,265,699.03,4,16,0,86.53,28.74,67.75,Warning
38.56,34.57,28.1,0.02,33.56,27,232.45,5,23,0,29.06,7.5,120.12,Good
29.81,23.37,20.49,0.1,19.19,201,423.94,7,14,0,13.01,5.5,138.21,Good
17.97,24.36,36.74,0.74,12.27,239,162.81,6,12,0,12.55,11.85,133.67,Good
27.14,49.17,27.03,0.01,23.45,119,379.06,7,18,1,25.37,10.17,140.78,Good
62.17,67.88,73.83,1.42,48.28,397,792.05,5,2,0,86.02,19.51,96.51,Warning
91.39,76.38,89.02,3.59,82.92,962,1609.2,1,13,0,158.53,38.8,43.88,Critical
53.37,20.56,40.66,0.88,11.01,227,671.54,5,0,0,47.51,11.01,120.19,Good
76.8,79.68,65.27,0.6,82.99,640,613.86,4,15,0,94.89,20.56,95.74,Warning
62.68,66.62,72.44,2.06,48.27,519,1402.49,4,6,0,104.66,24.58,93.82,Warning
14.13,32.95,49.61,0.71,41.43,258,207.61,6,17,0,27.9,12.92,122.86,Good
23.73,53.76,38.08,0.29,38.54,27,98.51,5,17,0,35.0,11.59,118.73,Good
70.69,82.54,55.49,0.74,57.87,472,1284.6,4,6,0,85.52,16.66,104.54,Warning
71.81,57.99,64.43,1.17,71.22,522,652.03,2,14,0,97.93,20.73,86.31,Warning
17.75,33.42,40.55,0.5,47.32,173,286.74,6,20,1,41.23,15.63,113.59,Good
48.5,21.28,53.4,0.42,19.89,105,136.39,6,21,1,36.52,13.35,129.03,Good
80.6,75.25,81.63,2.64,88.49,668,1495.32,3,21,1,143.48,37.25,61.4,Warning
77.72,58.95,68.47,1.13,54.02,663,1079.01,2,15,0,102.09,21.43,84.6,Warning
17.58,35.26,33.84,0.1,32.87,245,692.94,4,1,0,31.26,12.31,126.81,Good
83.17,86.65,86.31,3.39,88.12,808,1916.14,3,22,0,143.48,39.33,64.64,Warning
43.04,39.85,31.65,0.48,47.97,208,631.67,3,19,1,62.4,14.83,112.57,Good
60.86,62.11,75.79,1.82,76.13,474,1225.63,2,23,0,108.41,26.65,79.5,Warning
40.63,25.15,24.52,0.23,31.56,89,220.09,5,21,1,42.6,11.96,121.17,Good
17.25,51.27,41.52,0.09,34.86,67,513.43,6,1,0,26.2,8.77,131.65,Good
95.66,95.41,99.8,4.37,80.68,826,1421.12,2,3,0,165.08,41.55,44.36,Critical
94.97,98.6,84.53,3.83,86.37,979,1411.53,2,7,0,156.99,40.32,44.41,Critical
26.26,50.03,46.35,0.8,37.8,81,614.64,6,7,0,35.71,15.31,128.38,Good
16.43,47.01,30.26,0.24,15.51,162,521.61,3,3,0,26.51,5.38,126.4,Good
43.52,46.41,22.17,0.12,11.7,149,98.84,7,21,1,32.21,7.7,139.78,Good
30.9,27.11,19.5,0.37,40.45,293,234.63,7,1,0,13.67,12.33,133.91,Good
92.75,83.77,93.87,3.34,92.51,699,1649.21,1,16,0,167.3,35.9,50.54,Critical
81.76,87.33,90.43,4.51,85.33,702,1501.02,3,6,0,157.19,43.44,47.81,Critical
67.17,82.21,84.72,2.03,76.7,331,1490.12,4,11,1,112.8,29.03,76.02,Warning
59.29,77.14,58.32,0.64,62.4,645,604.73,5,15,0,77.8,16.26,101.38,Good
81.19,81.9,94.84,4.04,93.69,785,1867.99,1,12,0,168.37,40.16,42.21,Critical
59.85,52.68,56.82,1.34,80.51,559,1096.33,2,13,0,92.01,23.06,83.27,Warning
34.66,55.25,29.17,0.52,10.18,209,104.45,5,12,0,31.57,5.22,123.92,Good
78.01,60.03,74.06,0.9,75.27,311,985.87,3,22,0,96.87,20.3,87.84,Warning
18.98,43.96,21.86,0.14,10.73,103,97.66,6,18,1,27.31,6.9,130.42,Good
45.29,58.25,44.54,0.96,34.2,100,160.15,5,4,0,52.29,14.54,111.97,Good
11.23,40.7,24.32,0.04,49.21,211,636.18,7,9,1,26.33,13.86,127.28,Good
85.72,89.9,83.04,4.51,83.73,817,1428.14,1,14,0,161.45,43.07,43.15,Critical
15.09,41.26,51.23,0.91,19.99,125,412.33,7,8,1,37.72,10.85,122.87,Good
78.0,80.71,75.82,0.7,63.59,295,782.39,3,9,1,106.53,22.11,89.21,Warning
28.34,45.4,41.03,0.79,33.73,278,265.83,4,9,1,53.82,15.39,113.39,Good
37.3,33.7,40.42,0.54,47.18,277,557.13,5,4,0,45.93,11.83,119.85,Good
91.36,75.18,90.39,3.28,81.15,608,1740.3,3,12,0,142.68,37.15,63.4,Warning
90.74,97.5,89.72,3.92,87.64,984,1998.79,3,5,0,159.3,39.38,44.33,Critical
34.71,43.33,43.8,0.98,34.77,192,107.54,6,10,1,41.72,18.02,122.49,Good
72.55,57.35,72.02,2.04,80.41,685,1063.78,4,17,0,102.59,25.04,85.14,Warning
70.34,74.68,65.08,2.25,60.29,542,630.56,2,18,1,115.57,27.7,69.61,Warning
92.38,80.76,87.68,4.3,85.95,905,1985.22,3,3,0,160.69,43.82,45.22,Critical
46.93,27.96,33.92,0.25,36.36,63,55.61,5,16,0,34.51,14.08,129.53,Good
20.35,32.4,29.78,0.21,34.3,214,204.6,3,9,1,38.75,10.78,125.23,Good
76.9,58.59,62.82,0.71,84.51,266,751.75,3,21,1,97.67,25.35,93.34,Warning
80.35,50.5,82.52,2.16,82.51,601,1265.62,3,13,0,122.89,31.28,64.86,Warning
47.63,58.81,13.76,0.25,37.03,40,384.9,5,23,0,33.3,7.5,127.87,Good
54.04,35.23,47.16,0.18,15.55,175,359.25,6,20,1,37.97,16.77,123.84,Good
44.95,50.33,23.84,0.33,18.79,40,227.99,7,14,0,22.82,7.29,132.12,Good
66.15,83.8,73.12,2.06,50.13,317,1328.66,3,20,1,111.79,25.99,87.4,Warning
84.33,96.53,81.37,3.15,99.46,644,1799.33,3,13,0,150.35,34.55,68.38,Critical
69.18,63.68,52.21,1.49,54.72,291,1251.43,3,1,0,88.84,20.61,84.51,Warning
59.92,51.87,80.37,1.57,67.83,307,1279.46,5,20,1,93.7,31.99,89.34,Warning
87.07,99.17,97.5,3.96,87.07,942,1963.65,1,13,0,174.33,40.32,48.02,Critical
95.2,94.14,99.95,2.85,87.78,729,1610.66,2,5,0,152.95,35.96,56.78,Critical
17.79,48.96,32.55,0.77,44.54,125,614.56,3,21,1,54.8,14.92,104.33,Good
68.55,64.72,73.49,1.18,71.52,314,890.95,2,1,0,96.78,22.57,81.79,Warning
65.41,53.8,62.63,2.1,61.55,388,1180.53,2,9,1,104.13,27.34,84.79,Warning
81.33,74.77,76.47,1.86,49.23,466,1082.1,3,13,0,103.34,26.33,80.03,Warning
58.8,68.77,58.53,1.4,71.72,669,1173.33,2,3,0,103.11,21.92,83.34,Warning
67.19,70.67,58.17,1.26,83.9,334,750.05,4,5,0,84.7,20.95,97.36,Warning
95.32,88.51,98.55,3.98,96.99,739,1485.72,1,23,0,176.57,42.41,37.31,Critical
60.89,60.54,61.55,0.52,77.24,398,826.54,4,19,1,86.36,23.63,101.0,Warning
75.16,74.67,79.3,2.45,58.4,335,1309.1,3,23,0,112.77,25.9,66.93,Warning
84.02,81.18,73.35,2.21,48.41,304,993.45,4,21,1,104.84,31.5,86.39,Warning
99.5,88.18,82.59,4.53,93.92,655,1721.13,2,23,0,161.15,43.57,48.25,Critical
31.32,20.1,43.2,0.57,14.39,100,373.05,6,21,1,33.5,11.57,131.74,Good
20.97,50.58,38.88,0.31,47.44,248,602.36,3,15,0,45.35,12.44,115.46,Good
65.99,77.61,81.96,2.01,74.01,391,602.03,2,10,1,121.17,28.36,72.95,Warning
99.53,96.51,91.16,3.41,89.65,975,1799.29,2,0,0,165.59,38.76,56.21,Critical
70.87,62.13,55.05,2.11,48.62,337,647.03,3,23,0,86.51,22.57,93.87,Warning
75.74,84.28,58.42,2.14,56.81,250,628.49,2,4,0,105.48,19.53,85.46,Warning
71.61,50.26,79.35,1.2,60.98,656,952.77,5,17,0,95.45,23.34,93.25,Warning
82.93,53.13,71.54,1.18,47.83,557,768.23,5,16,0,90.01,23.14,89.02,Warning
45.62,31.48,41.2,0.76,14.68,154,146.71,5,20,1,43.57,16.24,117.21,Good
83.69,95.17,80.36,4.8,90.01,929,1448.27,3,10,1,157.91,49.36,48.42,Critical
19.33,31.21,10.59,0.94,27.81,172,152.61,3,0,0,29.2,13.98,121.03,Good
48.02,38.64,47.7,0.56,41.85,186,273.17,7,14,0,36.59,13.37,126.65,Good
80.98,61.32,55.38,1.78,46.7,406,1073.52,2,5,0,99.7,20.22,86.78,Warning
16.8,46.67,17.86,0.78,19.97,61,477.48,3,9,1,37.66,14.28,124.64,Good
69.41,54.72,77.49,0.56,84.7,537,835.81,4,12,0,92.67,24.15,90.51,Warning
87.06,86.02,85.75,3.74,83.22,904,1723.92,3,17,0,147.56,37.79,63.07,Critical
25.47,45.54,46.63,0.96,39.85,50,482.3,3,8,1,59.44,20.34,105.93,Warning
73.39,64.84,58.68,0.98,82.08,335,803.12,5,11,1,88.87,27.66,100.86,Warning
37.13,51.04,25.64,0.53,15.87,120,687.89,3,13,0,49.85,11.97,122.8,Good
84.62,57.36,75.32,1.6,82.27,308,653.49,4,4,0,98.33,26.03,80.09,Warning
10.09,59.51,31.67,0.86,43.6,74,348.36,6,14,0,26.49,9.77,120.45,Good
91.46,95.78,85.27,4.89,80.26,830,1859.38,2,18,1,168.49,48.1,33.81,Critical
64.86,84.49,80.65,1.09,65.32,467,1176.15,2,15,0,105.64,24.17,84.77,Warning
25.09,55.39,33.33,0.4,46.22,292,691.02,5,15,0,45.16,9.6,114.72,Good
16.76,40.47,49.26,0.59,44.91,170,691.7,6,12,0,38.01,11.2,122.07,Good
84.22,79.02,97.51,3.4,88.69,872,1745.16,1,21,1,160.59,40.97,46.39,Critical
72.51,57.71,59.21,2.05,76.72,692,756.12,2,18,1,105.77,30.91,75.63,Warning
53.63,52.1,38.38,0.7,49.66,228,469.41,5,5,0,59.82,13.99,107.7,Good
55.8,67.49,52.91,0.98,73.5,461,1106.33,4,15,0,81.92,23.18,84.6,Warning
93.6,87.5,96.69,4.51,80.1,735,1902.02,2,12,0,162.24,39.75,39.76,Critical
69.85,63.96,58.03,2.16,54.94,379,1076.42,4,7,0,93.94,27.98,95.67,Warning
33.54,20.34,40.93,0.2,29.24,102,402.89,3,16,0,38.54,5.55,108.1,Good
52.62,20.14,50.12,0.74,16.88,262,427.96,7,3,0,33.07,13.53,131.52,Good
86.43,77.19,83.24,3.35,86.11,671,1927.9,3,23,0,144.49,34.82,65.21,Warning
89.1,95.09,85.12,4.23,88.1,838,1647.8,1,6,0,158.28,44.13,46.06,Critical
19.84,23.24,45.21,0.82,31.66,25,369.44,6,15,0,38.79,11.39,112.31,Good
26.31,56.67,26.24,0.42,40.45,99,57.23,4,17,0,35.18,7.46,114.81,Good
16.22,54.3,44.01,0.8,21.05,283,612.67,4,4,0,41.15,10.96,113.03,Good
65.76,54.61,60.07,2.45,58.88,601,605.76,5,7,0,85.53,26.54,98.74,Warning
41.37,20.56,15.68,0.43,10.48,259,395.89,4,4,0,24.3,7.99,125.12,Good
74.14,62.75,77.48,1.76,68.62,646,971.86,5,18,1,109.57,28.55,88.34,Warning
54.32,53.0,38.55,0.06,12.99,99,404.01,4,2,0,29.83,8.27,128.39,Good
46.01,34.05,31.83,0.19,29.43,75,614.61,6,0,0,24.29,7.25,128.18,Good
11.02,31.91,19.73,0.1,48.04,41,106.48,7,9,1,23.09,10.58,119.61,Good
88.29,82.03,89.24,3.09,81.83,972,1488.55,3,21,1,154.11,38.04,58.15,Critical
92.45,76.5,81.24,4.03,90.8,690,1761.86,3,21,1,159.13,40.31,63.19,Critical
16.02,36.11,51.51,0.05,49.64,256,150.76,3,20,1,52.38,12.89,109.01,Good
36.79,51.88,51.56,0.96,24.05,113,434.78,6,17,0,37.45,13.31,122.29,Good
25.24,50.04,40.54,0.73,20.12,190,339.22,6,12,0,27.5,9.54,124.26,Good
50.22,47.57,43.47,0.4,34.01,160,158.84,4,0,0,41.44,10.97,113.46,Good
56.34,53.17,66.99,2.1,70.12,403,1398.79,2,11,1,117.49,26.37,79.95,Warning
83.8,56.98,62.09,2.06,76.34,476,1059.06,2,5,0,112.95,25.57,87.95,Warning
67.18,71.71,64.23,0.79,49.26,537,943.99,5,10,1,87.01,17.31,100.45,Warning
74.29,64.5,82.83,2.05,55.72,599,1242.03,4,10,1,107.92,31.11,76.69,Warning
61.57,64.3,76.71,1.45,56.99,629,1028.55,5,22,0,93.61,23.35,87.28,Warning
80.73,87.21,93.22,4.59,90.82,618,1678.33,1,10,1,183.64,40.97,40.57,Critical
62.56,57.51,78.5,1.9,75.89,637,801.64,5,16,0,95.02,26.56,77.68,Warning
81.58,80.34,82.89,1.47,61.42,280,960.54,5,18,1,106.0,29.19,82.78,Warning
14.08,21.61,28.7,0.16,49.74,177,353.89,3,18,1,44.41,12.91,110.17,Good
49.85,36.54,10.18,0.29,17.83,222,541.48,6,18,1,38.05,11.06,132.26,Good
62.57,50.73,67.36,1.87,52.61,564,1098.15,4,17,0,93.22,25.34,83.56,Warning
20.1,20.25,40.31,0.81,20.76,296,268.22,6,18,1,39.02,11.32,121.66,Good
50.84,33.39,45.35,0.63,23.5,116,410.73,3,3,0,49.66,10.86,101.87,Good
17.08,51.91,47.31,0.56,21.81,281,385.99,4,0,0,32.14,13.68,119.51,Good
45.62,31.68,15.07,0.13,18.84,256,672.69,7,21,1,38.98,9.7,138.9,Good
50.9,39.59,21.6,0.39,44.03,289,657.37,6,5,0,36.08,11.14,131.64,Good
31.45,28.43,29.89,0.72,36.7,248,432.39,5,2,0,32.71,15.09,113.38,Good
42.56,56.18,18.26,0.92,15.61,95,343.8,4,20,1,52.85,12.41,125.51,Good
55.25,72.85,60.72,1.53,66.24,451,1004.21,4,3,0,100.32,22.05,95.73,Warning
74.88,72.71,62.74,0.65,77.31,378,994.52,5,0,0,83.95,21.92,90.58,Warning
76.2,78.78,55.59,2.39,61.43,400,694.5,4,3,0,91.12,27.48,90.13,Warning
65.5,53.11,58.18,0.87,74.83,492,1039.43,5,14,0,73.44,19.37,98.25,Good
54.63,52.84,38.18,0.21,23.51,208,360.49,6,9,1,46.13,12.15,125.6,Good
22.57,58.36,41.74,0.01,23.15,176,649.0,6,10,1,32.63,10.2,125.87,Good
95.54,93.15,80.78,2.83,98.72,947,1682.13,1,8,1,163.97,36.75,51.85,Critical
73.48,53.5,69.49,2.18,82.46,439,859.87,4,22,0,105.61,28.21,74.42,Warning
94.24,97.51,87.11,3.93,95.33,960,1923.05,3,15,0,167.66,41.69,47.04,Critical
84.85,97.71,92.3,4.17,82.19,967,1684.1,3,0,0,161.27,41.13,55.69,Critical
82.48,84.15,81.43,2.5,79.76,311,1243.22,2,23,0,126.31,31.49,63.18,Warning
91.46,81.13,85.85,4.95,92.31,616,1699.91,3,22,0,162.57,48.93,40.3,Critical
65.22,67.33,78.48,1.06,61.86,643,752.55,5,13,0,83.95,19.47,91.03,Warning
82.86,60.35,77.82,0.82,52.13,579,868.79,5,9,1,97.73,19.78,95.22,Warning
94.84,99.52,90.68,2.72,87.36,831,1593.74,3,23,0,139.01,33.88,56.58,Warning
73.42,69.95,52.97,1.83,60.38,617,1416.16,5,4,0,91.39,20.35,92.18,Warning
57.17,63.72,61.01,2.1,51.99,273,995.59,4,0,0,98.06,22.78,84.97,Warning
83.93,80.95,64.38,1.2,49.96,445,1479.64,2,12,0,107.12,14.18,97.67,Warning
87.93,87.55,80.87,3.02,96.66,910,1848.01,2,3,0,153.86,33.41,59.85,Critical
70.13,56.68,69.52,2.36,67.65,506,1497.41,2,11,1,121.16,33.57,72.43,Warning
72.17,61.24,74.64,1.81,60.88,291,1222.45,5,0,0,83.17,24.57,88.34,Warning
98.08,86.29,85.72,3.38,93.13,984,1519.02,1,16,0,155.07,44.29,53.83,Critical
20.35,50.35,42.86,0.84,47.32,89,96.26,7,16,0,33.15,11.22,118.19,Good
72.9,81.37,56.28,1.45,70.27,676,1193.74,5,12,0,103.43,23.44,96.55,Warning
84.82,53.28,59.67,1.81,57.61,493,1257.24,2,21,1,111.16,25.78,77.22,Warning
91.55,76.48,86.02,4.04,86.71,862,1807.78,1,21,1,171.43,42.43,50.3,Critical
93.02,99.69,83.57,2.63,97.02,677,1804.81,3,3,0,137.06,33.45,63.42,Warning
63.08,75.12,66.74,2.22,51.47,529,886.6,2,23,0,100.36,24.53,81.58,Warning
60.35,62.89,73.63,1.2,58.65,516,938.45,3,23,0,102.3,17.55,84.21,Warning
95.62,79.03,82.22,4.84,93.7,623,1521.76,3,15,0,164.11,45.68,57.65,Critical
68.08,66.35,77.26,0.94,60.86,584,1487.18,2,0,0,91.41,20.24,86.87,Warning
19.98,37.23,40.44,0.56,44.0,49,491.35,7,14,0,30.83,12.12,120.85,Good
83.37,67.55,81.36,0.71,66.26,390,655.41,3,8,1,106.73,23.61,79.27,Warning
49.82,39.15,43.18,0.01,29.53,236,335.74,5,7,0,39.59,4.61,124.25,Good
88.94,75.09,98.89,3.14,96.61,913,1973.38,3,8,1,159.59,41.21,49.34,Critical
32.82,41.48,40.41,0.76,37.83,263,194.89,7,13,0,36.96,14.07,123.04,Good
83.79,76.92,75.15,1.48,62.74,432,970.11,3,20,1,112.18,29.09,85.52,Warning
82.58,59.79,51.13,1.01,62.12,497,1062.64,3,5,0,87.82,20.6,92.45,Warning
45.05,41.07,52.13,1.0,36.54,274,213.69,6,19,1,64.0,18.48,110.9,Good
67.2,74.79,61.81,1.48,73.35,549,944.93,3,8,1,115.86,26.35,85.77,Warning
33.06,36.39,35.85,0.92,46.68,160,246.39,4,1,0,45.76,15.95,118.66,Good
58.59,65.32,72.07,1.94,70.81,434,921.1,2,13,0,102.78,26.5,75.98,Warning
59.66,69.19,84.11,1.76,62.97,578,939.69,3,6,0,98.8,23.59,79.66,Warning
77.9,68.05,73.0,1.61,49.22,305,1125.27,5,16,0,89.79,20.88,96.87,Warning
96.82,92.27,93.14,3.6,92.83,729,1995.16,3,8,1,172.34,43.46,56.74,Critical
55.96,82.43,75.25,1.52,82.8,518,786.74,3,17,0,102.65,28.83,78.79,Warning
69.79,65.08,58.0,2.35,57.71,374,733.9,3,8,1,101.29,27.61,78.76,Warning
69.88,76.9,74.55,1.0,76.37,471,909.55,3,10,1,101.37,23.96,83.14,Warning
87.0,80.09,99.3,2.58,87.34,941,1684.1,1,2,0,141.02,35.47,57.11,Warning
60.66,51.42,66.15,1.56,50.08,266,1135.43,5,21,1,91.26,28.32,99.49,Warning
40.82,33.43,30.34,0.33,28.96,53,364.23,3,22,0,49.86,8.48,112.32,Good
63.82,57.32,54.91,1.21,46.93,346,656.38,4,1,0,65.44,19.66,95.66,Good
92.67,88.56,93.38,2.57,82.46,789,1962.41,2,0,0,156.78,29.95,58.34,Critical
36.8,39.67,12.79,0.52,32.5,181,562.13,3,22,0,43.5,9.13,118.38,Good
97.58,82.75,87.73,3.47,94.68,907,1488.68,1,6,0,165.19,40.31,46.02,Critical
81.18,79.82,81.05,4.06,91.66,880,1768.31,3,13,0,151.62,40.44,48.8,Critical
67.76,64.21,76.57,0.51,72.16,446,1243.8,2,16,0,91.91,18.36,86.93,Warning
59.65,68.32,58.58,1.52,75.0,450,1397.9,4,10,1,101.07,27.7,89.98,Warning
69.75,58.44,59.77,1.97,76.22,281,1322.89,3,0,0,103.89,26.91,87.01,Warning
68.63,50.4,75.11,0.65,56.58,685,1214.66,5,4,0,79.69,19.65,105.73,Good
89.39,87.52,85.82,3.47,91.36,893,1572.57,2,10,1,174.87,43.34,45.25,Critical
65.63,62.4,60.84,2.03,72.59,513,641.97,5,6,0,88.22,26.73,90.17,Warning
23.86,57.22,23.8,0.23,39.2,104,453.52,4,14,0,33.01,11.69,121.05,Good
51.85,23.79,10.18,0.39,14.15,116,649.75,6,12,0,25.3,8.28,125.04,Good
23.41,24.04,30.09,0.61,47.21,61,561.73,6,20,1,46.14,17.71,116.45,Good
64.69,82.34,65.4,1.32,70.03,340,1394.51,5,8,1,96.72,25.42,90.32,Warning
18.66,32.46,46.71,0.06,35.93,66,523.39,4,15,0,33.98,11.13,127.03,Good
93.6,80.24,96.4,4.88,88.21,788,1704.53,3,19,1,172.12,47.03,40.2,Critical
72.46,51.17,52.16,1.02,74.79,416,760.65,2,10,1,96.93,23.71,95.91,Warning
49.24,26.44,21.43,0.16,14.66,120,665.16,4,20,1,27.73,8.29,135.23,Good
75.17,83.26,53.29,2.04,53.14,407,1386.44,3,2,0,111.13,23.12,81.14,Warning
82.73,73.04,75.55,2.07,48.63,349,1260.74,4,23,0,103.88,23.05,92.55,Warning
96.17,91.16,84.59,4.89,80.66,986,1413.29,2,14,0,166.66,46.28,37.44,Critical
46.03,30.26,20.0,0.7,21.5,172,451.9,3,15,0,37.62,9.31,124.3,Good
63.01,80.49,50.85,1.61,60.35,560,652.02,4,5,0,93.04,20.18,92.62,Warning
63.66,58.48,59.4,0.77,51.53,576,1247.37,5,8,1,77.71,18.66,104.11,Good
99.13,81.59,85.89,4.23,81.61,855,1400.95,1,12,0,157.25,42.09,51.15,Critical
74.63,61.71,68.06,1.09,47.44,554,861.61,2,19,1,98.52,21.58,82.48,Warning
66.61,51.57,68.71,0.65,77.08,598,656.52,2,19,1,100.16,25.3,91.29,Warning
58.93,67.53,56.88,1.64,62.89,682,1212.46,5,16,0,95.12,21.73,89.97,Warning
73.78,56.45,70.93,1.92,60.56,552,884.22,5,3,0,93.91,24.02,98.7,Warning
21.62,41.73,31.68,0.39,39.84,270,540.51,5,17,0,34.3,10.22,123.35,Good
73.38,63.33,61.3,0.63,62.85,633,1343.1,5,11,1,88.78,23.1,91.77,Warning
13.27,42.33,14.39,0.72,46.86,104,72.88,7,7,0,25.4,13.84,131.57,Good
81.88,52.9,52.51,1.93,60.94,689,1156.99,3,3,0,104.98,26.51,92.56,Warning
11.69,40.34,31.99,0.76,44.63,136,180.09,5,21,1,34.67,16.33,124.15,Good
41.76,35.58,45.01,0.02,31.18,26,685.84,6,2,0,31.5,9.48,127.41,Good
83.82,78.78,54.9,0.51,57.34,422,1465.16,5,0,0,89.0,16.4,114.77,Warning
44.04,55.11,39.93,0.63,17.72,166,541.21,5,4,0,44.75,9.53,123.85,Good
80.0,99.58,82.02,2.68,95.36,782,1685.52,3,15,0,142.09,38.68,71.56,Warning
66.18,66.82,62.77,1.19,84.75,365,867.54,2,3,0,96.45,21.34,89.62,Warning
12.63,57.22,45.96,0.28,35.55,249,473.98,4,5,0,31.93,13.84,111.53,Good
93.99,98.05,89.89,4.51,98.19,724,1545.43,1,3,0,171.73,48.17,40.33,Critical
52.3,45.16,23.14,0.22,38.67,180,679.01,4,15,0,38.57,5.81,128.46,Good
89.59,75.51,86.97,2.83,87.27,870,1861.48,2,22,0,142.91,33.55,58.2,Warning
71.11,73.77,62.46,0.91,53.11,412,1373.34,4,3,0,82.21,17.05,101.34,Warning
36.43,20.54,29.63,0.29,22.78,277,510.29,3,5,0,37.46,7.96,127.08,Good
55.16,73.9,78.28,2.3,67.76,253,1088.39,4,6,0,100.15,32.06,82.25,Warning
21.9,24.84,21.88,0.49,43.35,276,143.88,7,17,0,21.28,11.15,134.03,Good
45.0,27.78,36.36,0.45,32.86,267,268.05,6,5,0,36.42,9.87,130.48,Good
67.86,60.91,83.12,2.09,51.97,636,1316.9,4,4,0,98.2,26.24,83.01,Warning
84.62,78.08,53.85,1.93,77.42,393,611.51,5,5,0,95.97,25.5,90.58,Warning
72.35,66.6,79.84,1.82,76.27,332,899.69,5,23,0,101.4,27.1,93.8,Warning
60.59,76.36,60.5,1.35,45.56,306,1422.31,4,11,1,98.87,22.18,100.44,Warning
19.67,54.09,32.78,0.98,14.7,85,265.72,4,4,0,42.3,12.93,113.79,Good
80.48,50.5,54.15,1.87,83.56,414,650.16,5,7,0,85.72,22.36,91.36,Warning
30.38,53.1,29.04,0.84,26.99,146,413.67,3,17,0,47.74,10.68,107.33,Good
83.95,93.64,93.05,4.8,96.64,651,1832.67,3,4,0,161.57,44.68,47.32,Critical
20.45,22.39,54.64,0.87,30.84,141,642.48,4,14,0,39.53,15.01,122.13,Good
93.65,97.44,96.92,3.96,97.87,965,1627.57,2,17,0,164.86,42.35,40.88,Critical
67.6,82.93,83.55,1.51,66.56,566,1420.65,3,9,1,121.44,29.67,83.02,Warning
62.09,72.82,58.18,1.03,78.92,450,1156.67,3,14,0,92.02,23.9,97.85,Warning
73.9,53.61,64.33,0.88,66.5,435,1260.74,2,18,1,97.1,22.21,84.12,Warning
75.4,66.08,70.8,1.69,59.93,677,876.19,4,20,1,99.19,26.47,89.58,Warning
80.83,81.56,95.26,4.78,95.21,947,1517.23,3,13,0,167.21,46.13,43.09,Critical
82.0,88.52,82.65,4.72,91.75,636,1584.23,1,9,1,169.25,46.96,49.51,Critical
41.87,24.73,46.42,0.4,36.11,246,368.38,6,1,0,41.17,13.3,113.84,Good
92.97,82.85,85.52,3.75,84.15,752,1816.25,2,11,1,163.29,41.24,56.38,Critical
22.9,27.26,32.08,0.95,23.11,250,160.08,3,18,1,46.21,12.11,108.91,Good
22.34,58.67,50.14,0.21,14.68,251,195.09,7,4,0,27.24,9.12,134.87,Good
59.33,55.91,66.95,1.43,65.9,603,890.35,5,15,0,86.09,23.06,94.37,Warning
65.4,70.83,68.57,1.81,67.95,557,1313.86,3,13,0,110.13,26.65,81.21,Warning
23.96,34.99,39.15,0.95,33.74,67,235.51,3,21,1,43.07,15.75,105.94,Good
81.79,76.63,72.72,2.18,74.19,611,1372.64,4,16,0,116.51,27.76,69.06,Warning
38.16,30.26,44.76,0.51,13.45,167,420.01,6,10,1,34.66,9.62,128.15,Good
80.68,72.64,74.12,1.72,84.42,477,949.75,5,18,1,105.46,28.23,84.75,Warning
31.72,58.3,53.37,0.74,25.57,182,619.05,5,8,1,43.35,17.59,114.39,Good
84.84,77.53,79.93,1.69,58.93,368,880.25,5,13,0,105.6,28.0,85.91,Warning
32.63,30.31,52.8,0.06,20.99,155,223.65,6,4,0,26.53,7.08,129.48,Good
11.86,44.45,39.65,0.5,40.63,222,606.8,5,18,1,25.01,13.58,116.11,Good
50.53,59.97,46.74,0.41,24.16,237,167.28,3,12,0,54.24,9.59,106.66,Good
61.65,54.76,58.37,2.23,49.24,431,1374.24,5,20,1,93.99,31.06,99.61,Warning
